Name;Source Name;M;M1;N;X0;eps;h;n;r0;repetition;rho;sigma;tipo;average;max;min;timeSGD
N:50-n:3-r0:1-rho:0.8-M:10000;KSS_review.py;10000;1000000;50;0,5;0,01;0,01;3;1;100;0,8;0,5;lagrange;13,19;20;11;0,957253922
N:50-n:3-r0:1-rho:0.8-M:1000;KSS_review.py;1000;1000000;50;0,5;0,01;0,01;3;1;100;0,8;0,5;lagrange;15,49;54;11;0,101845832
N:50-n:3-r0:1-rho:0.8-M:100;KSS_review.py;100;1000000;50;0,5;0,01;0,01;3;1;100;0,8;0,5;lagrange;31,86;238;10;0,054080784
N:50-n:3-r0:1-rho:0.8-M:10;KSS_review.py;10;1000000;50;0,5;0,01;0,01;3;1;100;0,8;0,5;lagrange;164,14;1261;8;0,192099896
N:50-n:3-r0:1-rho:0.8-M:1;KSS_review.py;1;1000000;50;0,5;0,01;0,01;3;1;100;0,8;0,5;lagrange;1393,34;4999;29;128.453.091.118
N:50-n:3-r0:1-rho:0.7-M:10000;KSS_review.py;10000;1000000;50;0,5;0,01;0,01;3;1;100;0,7;0,5;lagrange;10,19;14;9;0,746978814
N:50-n:3-r0:1-rho:0.7-M:1000;KSS_review.py;1000;1000000;50;0,5;0,01;0,01;3;1;100;0,7;0,5;lagrange;11,55;21;8;0,076871843
N:50-n:3-r0:1-rho:0.7-M:100;KSS_review.py;100;1000000;50;0,5;0,01;0,01;3;1;100;0,7;0,5;lagrange;21,93;108;7;0,037319463
N:50-n:3-r0:1-rho:0.7-M:10;KSS_review.py;10;1000000;50;0,5;0,01;0,01;3;1;100;0,7;0,5;lagrange;94,99;1311;8;0,110521939
N:50-n:3-r0:1-rho:0.7-M:1;KSS_review.py;1;1000000;50;0,5;0,01;0,01;3;1;100;0,7;0,5;lagrange;425,47;2153;18;0,391808361
N:50-n:3-r0:1-rho:0.6-M:10000;KSS_review.py;10000;1000000;50;0,5;0,01;0,01;3;1;100;0,6;0,5;lagrange;8,25;12;7;0,61027441
N:50-n:3-r0:1-rho:0.6-M:1000;KSS_review.py;1000;1000000;50;0,5;0,01;0,01;3;1;100;0,6;0,5;lagrange;9,47;19;7;0,067635781
N:50-n:3-r0:1-rho:0.6-M:100;KSS_review.py;100;1000000;50;0,5;0,01;0,01;3;1;100;0,6;0,5;lagrange;13,03;49;6;0,02255429
N:50-n:3-r0:1-rho:0.6-M:10;KSS_review.py;10;1000000;50;0,5;0,01;0,01;3;1;100;0,6;0,5;lagrange;54,28;329;6;0,063374389
N:50-n:3-r0:1-rho:0.6-M:1;KSS_review.py;1;1000000;50;0,5;0,01;0,01;3;1;100;0,6;0,5;lagrange;318,82;2165;23;0,294931415
