Name;K;M;M1;N;N1;T;X0;eps;h;n;r0;repetition;rho;sigma;tau;tipo;average;max;min;timeSGD
r0:1-rho:0.7-M:10000-K:0.0005-tau:0.5-n:3;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;0,5;lagrange;2,7;3;2;0,997961406
r0:1-rho:0.7-M:10000-K:0.0005-tau:0.1-n:8;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,7;0,5;0,1;lagrange;8,1;9;8;5.189.385.115.799.990
r0:1-rho:0.7-M:10000-K:0.0005-tau:0.1-n:7;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;0,1;lagrange;6,4;7;6;3.768.761.011.100.010
r0:1-rho:0.7-M:10000-K:0.0005-tau:0.1-n:6;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;0,1;lagrange;5;5;5;2.665.415.816.099.990
r0:1-rho:0.7-M:10000-K:0.0005-tau:0.1-n:5;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;0,1;lagrange;3,9;4;3;1.850.390.545.800.010
r0:1-rho:0.7-M:10000-K:0.0005-tau:0.1-n:4;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;0,1;lagrange;3;3;3;12.674.472.413.999.800
r0:1-rho:0.7-M:10000-K:0.0005-tau:0.1-n:3;0,0005;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;0,1;lagrange;2,3;3;2;0,849947963
r0:1-rho:0.7-M:10000-K:0.0007-tau:1-n:8;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,7;0,5;1;lagrange;8,4;10;8;537.438.368.560.006
r0:1-rho:0.7-M:10000-K:0.0007-tau:1-n:7;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;1;lagrange;7,4;10;6;4.346.751.602.699.980
r0:1-rho:0.7-M:10000-K:0.0007-tau:1-n:6;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;1;lagrange;5,3;6;5;28.200.435.775.000.100
r0:1-rho:0.7-M:10000-K:0.0007-tau:1-n:5;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;1;lagrange;4;4;4;18.960.579.653.999.900
r0:1-rho:0.7-M:10000-K:0.0007-tau:1-n:4;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;1;lagrange;3,1;4;3;13.104.972.704.999.400
r0:1-rho:0.7-M:10000-K:0.0007-tau:1-n:3;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;1;lagrange;2,3;3;2;0,853274111
r0:1-rho:0.7-M:10000-K:0.0007-tau:0.5-n:8;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,7;0,5;0,5;lagrange;7,8;10;7;4.999.464.074.000.020
r0:1-rho:0.7-M:10000-K:0.0007-tau:0.5-n:7;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;0,5;lagrange;6,6;10;6;3.884.199.821.400.030
r0:1-rho:0.7-M:10000-K:0.0007-tau:0.5-n:6;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;0,5;lagrange;5;7;4;26.635.765.882.999.200
r0:1-rho:0.7-M:10000-K:0.0007-tau:0.5-n:5;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;0,5;lagrange;3,8;4;3;18.034.204.403.999.800
r0:1-rho:0.7-M:10000-K:0.0007-tau:0.5-n:4;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;0,5;lagrange;3;3;3;12.659.390.599.999.800
r0:1-rho:0.7-M:10000-K:0.0007-tau:0.5-n:3;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;0,5;lagrange;2,2;3;2;0,816320283
r0:1-rho:0.7-M:10000-K:0.0007-tau:0.1-n:8;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,7;0,5;0,1;lagrange;7,7;9;7;4.939.759.940.099.970
r0:1-rho:0.7-M:10000-K:0.0007-tau:0.1-n:7;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;0,1;lagrange;6,1;7;6;3.594.900.385.700.020
r0:1-rho:0.7-M:10000-K:0.0007-tau:0.1-n:6;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;0,1;lagrange;4,7;5;4;2.512.203.692.200.000
r0:1-rho:0.7-M:10000-K:0.0007-tau:0.1-n:5;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;0,1;lagrange;3,6;5;3;17.145.135.745.000.500
r0:1-rho:0.7-M:10000-K:0.0007-tau:0.1-n:4;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;0,1;lagrange;3,2;4;3;13.542.786.224.999.800
r0:1-rho:0.7-M:10000-K:0.0007-tau:0.1-n:3;0,0007;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;0,1;lagrange;2,6;3;2;0,963379106
r0:1-rho:0.7-M:10000-K:0.001-tau:1-n:8;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,7;0,5;1;lagrange;7,8;9;7;4.990.132.445.999.910
r0:1-rho:0.7-M:10000-K:0.001-tau:1-n:7;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;1;lagrange;6;6;6;35.270.506.834.000.100
r0:1-rho:0.7-M:10000-K:0.001-tau:1-n:6;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;1;lagrange;5,1;6;4;27.162.987.446.999.900
r0:1-rho:0.7-M:10000-K:0.001-tau:1-n:5;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;1;lagrange;4,1;5;3;19.420.827.745.999.300
r0:1-rho:0.7-M:10000-K:0.001-tau:1-n:4;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;1;lagrange;3;3;3;12.631.056.293.999.700
r0:1-rho:0.7-M:10000-K:0.001-tau:1-n:3;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;1;lagrange;2,3;3;2;0,853306253
r0:1-rho:0.7-M:10000-K:0.001-tau:0.5-n:8;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,7;0,5;0,5;lagrange;7,2;9;7;4.633.443.433.800.030
r0:1-rho:0.7-M:10000-K:0.001-tau:0.5-n:7;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;0,5;lagrange;5,8;7;5;34.205.784.557.000.600
r0:1-rho:0.7-M:10000-K:0.001-tau:0.5-n:6;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;0,5;lagrange;4,2;5;4;22.141.503.474.000.200
r0:1-rho:0.7-M:10000-K:0.001-tau:0.5-n:5;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;0,5;lagrange;3,8;6;3;17.999.923.224.000.600
r0:1-rho:0.7-M:10000-K:0.001-tau:0.5-n:4;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;0,5;lagrange;3,1;4;3;1.313.958.271.300.080
r0:1-rho:0.7-M:10000-K:0.001-tau:0.5-n:3;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;0,5;lagrange;2,6;4;2;0,963851543
r0:1-rho:0.7-M:10000-K:0.001-tau:0.1-n:8;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,7;0,5;0,1;lagrange;7,5;10;7;4.809.262.104.499.970
r0:1-rho:0.7-M:10000-K:0.001-tau:0.1-n:7;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;0,1;lagrange;5,6;7;5;3.298.013.864.400.030
r0:1-rho:0.7-M:10000-K:0.001-tau:0.1-n:6;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;0,1;lagrange;4,4;6;4;23.436.781.219.000.200
r0:1-rho:0.7-M:10000-K:0.001-tau:0.1-n:5;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;0,1;lagrange;3,6;5;3;17.045.666.345.000.400
r0:1-rho:0.7-M:10000-K:0.001-tau:0.1-n:4;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;0,1;lagrange;3;3;3;12.576.946.243.999.300
r0:1-rho:0.7-M:10000-K:0.001-tau:0.1-n:3;0,001;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;0,1;lagrange;2,4;3;2;0,886362171
r0:1-rho:0.7-M:10000-K:0-tau:1-n:8;0;10000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,7;0,5;1;lagrange;11,5;15;9;7.451.851.675.699.980
r0:1-rho:0.7-M:10000-K:0-tau:1-n:7;0;10000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;1;lagrange;8,3;11;7;4.861.362.231.800.010
r0:1-rho:0.7-M:10000-K:0-tau:1-n:6;0;10000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;1;lagrange;6,1;7;5;3.234.669.043.900.060
r0:1-rho:0.7-M:10000-K:0-tau:1-n:5;0;10000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;1;lagrange;4,5;5;4;21.195.855.738.000.300
r0:1-rho:0.7-M:10000-K:0-tau:1-n:4;0;10000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;1;lagrange;3,2;4;3;13.512.585.648.999.400
r0:1-rho:0.7-M:10000-K:0-tau:1-n:3;0;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;1;lagrange;2,8;4;2;10.399.646.466.999.900
r0:1-rho:0.7-M:10000-K:0-tau:0.5-n:8;0;10000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,7;0,5;0,5;lagrange;11,2;14;10;7.251.882.870.000.000
r0:1-rho:0.7-M:10000-K:0-tau:0.5-n:7;0;10000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;0,5;lagrange;8,2;10;7;4.859.478.990.099.970
r0:1-rho:0.7-M:10000-K:0-tau:0.5-n:6;0;10000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;0,5;lagrange;6,8;9;6;36.163.200.013.999.800
r0:1-rho:0.7-M:10000-K:0-tau:0.5-n:5;0;10000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;0,5;lagrange;4,3;5;4;20.420.307.088.999.800
r0:1-rho:0.7-M:10000-K:0-tau:0.5-n:4;0;10000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;0,5;lagrange;3,1;4;3;13.076.766.719.000.200
r0:1-rho:0.7-M:10000-K:0-tau:0.5-n:3;0;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;0,5;lagrange;2,6;3;2;0,967921153
r0:1-rho:0.7-M:10000-K:0-tau:0.1-n:8;0;10000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,7;0,5;0,1;lagrange;11,7;15;10;7.569.661.355.699.910
r0:1-rho:0.7-M:10000-K:0-tau:0.1-n:7;0;10000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;0,1;lagrange;8;9;7;473.949.454.349.995
r0:1-rho:0.7-M:10000-K:0-tau:0.1-n:6;0;10000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;0,1;lagrange;5,8;7;5;30.914.044.004.000.000
r0:1-rho:0.7-M:10000-K:0-tau:0.1-n:5;0;10000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;0,1;lagrange;4,5;5;4;21.295.937.123.999.400
r0:1-rho:0.7-M:10000-K:0-tau:0.1-n:4;0;10000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;0,1;lagrange;3,2;4;3;13.502.703.437.000.400
r0:1-rho:0.7-M:10000-K:0-tau:0.1-n:3;0;10000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;0,1;lagrange;2,7;3;2;10.005.711.798.000.400
r0:1-rho:0.7-M:1000-K:0.0003-tau:1-n:8;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,7;0,5;1;lagrange;13,6;21;10;0,637847606
r0:1-rho:0.7-M:1000-K:0.0003-tau:1-n:7;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;1;lagrange;10,3;17;7;0,452778261
r0:1-rho:0.7-M:1000-K:0.0003-tau:1-n:6;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;1;lagrange;10,1;18;6;0,411438436
r0:1-rho:0.7-M:1000-K:0.0003-tau:1-n:5;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;1;lagrange;7,7;17;4;0,29231588
r0:1-rho:0.7-M:1000-K:0.0003-tau:1-n:4;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;1;lagrange;5,6;13;3;0,198235567
r0:1-rho:0.7-M:1000-K:0.0003-tau:1-n:3;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;1;lagrange;4,1;8;3;0,135427494
r0:1-rho:0.7-M:1000-K:0.0003-tau:0.5-n:8;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,7;0,5;0,5;lagrange;12,2;24;8;0,573810264
r0:1-rho:0.7-M:1000-K:0.0003-tau:0.5-n:7;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;0,5;lagrange;10;16;7;0,439979131
r0:1-rho:0.7-M:1000-K:0.0003-tau:0.5-n:6;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;0,5;lagrange;9,5;34;5;0,388495062
r0:1-rho:0.7-M:1000-K:0.0003-tau:0.5-n:5;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;0,5;lagrange;5,9;12;4;0,226790429
r0:1-rho:0.7-M:1000-K:0.0003-tau:0.5-n:4;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;0,5;lagrange;4,1;6;3;0,147394611
r0:1-rho:0.7-M:1000-K:0.0003-tau:0.5-n:3;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;0,5;lagrange;6,4;16;3;0,206500414
r0:1-rho:0.7-M:1000-K:0.0003-tau:0.1-n:8;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,7;0,5;0,1;lagrange;12,5;21;9;0,586789316
r0:1-rho:0.7-M:1000-K:0.0003-tau:0.1-n:7;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;0,1;lagrange;10,6;23;6;0,465578027
r0:1-rho:0.7-M:1000-K:0.0003-tau:0.1-n:6;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;0,1;lagrange;8,3;13;6;0,340850808
r0:1-rho:0.7-M:1000-K:0.0003-tau:0.1-n:5;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;0,1;lagrange;6,5;16;4;0,248802052
r0:1-rho:0.7-M:1000-K:0.0003-tau:0.1-n:4;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;0,1;lagrange;5,6;15;3;0,198120053
r0:1-rho:0.7-M:1000-K:0.0003-tau:0.1-n:3;0,0003;1000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;0,1;lagrange;4,1;6;2;0,135722188
r0:1-rho:0.7-M:1000-K:0.0005-tau:1-n:8;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,7;0,5;1;lagrange;11,2;15;9;0,528491415
r0:1-rho:0.7-M:1000-K:0.0005-tau:1-n:7;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;1;lagrange;9,4;14;7;0,416010461
r0:1-rho:0.7-M:1000-K:0.0005-tau:1-n:6;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;1;lagrange;7,9;12;6;0,326391385
r0:1-rho:0.7-M:1000-K:0.0005-tau:1-n:5;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;1;lagrange;9,3;19;4;0,352338823
r0:1-rho:0.7-M:1000-K:0.0005-tau:1-n:4;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;1;lagrange;6;14;3;0,212413523
r0:1-rho:0.7-M:1000-K:0.0005-tau:1-n:3;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;1;lagrange;4,2;10;3;0,139253345
r0:1-rho:0.7-M:1000-K:0.0005-tau:0.5-n:8;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,7;0,5;0,5;lagrange;10,7;15;8;0,505676676
r0:1-rho:0.7-M:1000-K:0.0005-tau:0.5-n:7;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;0,5;lagrange;14,5;41;7;0,632705273
r0:1-rho:0.7-M:1000-K:0.0005-tau:0.5-n:6;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;0,5;lagrange;9,9;23;5;0,404137895
r0:1-rho:0.7-M:1000-K:0.0005-tau:0.5-n:5;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;0,5;lagrange;5;9;4;0,194792298
r0:1-rho:0.7-M:1000-K:0.0005-tau:0.5-n:4;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;0,5;lagrange;5,4;8;3;0,191758173
r0:1-rho:0.7-M:1000-K:0.0005-tau:0.5-n:3;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;0,5;lagrange;6,9;26;3;0,221614126
r0:1-rho:0.7-M:1000-K:0.0005-tau:0.1-n:8;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,7;0,5;0,1;lagrange;9,3;12;7;0,442210356
r0:1-rho:0.7-M:1000-K:0.0005-tau:0.1-n:7;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;0,1;lagrange;8,7;20;6;0,385929056
r0:1-rho:0.7-M:1000-K:0.0005-tau:0.1-n:6;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;0,1;lagrange;7,3;11;5;0,300765079
r0:1-rho:0.7-M:1000-K:0.0005-tau:0.1-n:5;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;0,1;lagrange;6,7;13;4;0,256242156
r0:1-rho:0.7-M:1000-K:0.0005-tau:0.1-n:4;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;0,1;lagrange;5,6;11;3;0,198014942
r0:1-rho:0.7-M:1000-K:0.0005-tau:0.1-n:3;0,0005;1000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;0,1;lagrange;5,3;14;2;0,171512895
r0:1-rho:0.7-M:1000-K:0.0007-tau:1-n:8;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,7;0,5;1;lagrange;10,5;18;8;0,496650179
r0:1-rho:0.7-M:1000-K:0.0007-tau:1-n:7;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;1;lagrange;11,9;26;7;0,522514288
r0:1-rho:0.7-M:1000-K:0.0007-tau:1-n:6;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;1;lagrange;7,3;12;5;0,301456502
r0:1-rho:0.7-M:1000-K:0.0007-tau:1-n:5;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;1;lagrange;6,4;15;4;0,245288735
r0:1-rho:0.7-M:1000-K:0.0007-tau:1-n:4;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;1;lagrange;6,6;22;3;0,231330588
r0:1-rho:0.7-M:1000-K:0.0007-tau:1-n:3;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;1;lagrange;6,4;13;3;0,206693452
r0:1-rho:0.7-M:1000-K:0.0007-tau:0.5-n:8;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,7;0,5;0,5;lagrange;12;25;7;0,565906282
r0:1-rho:0.7-M:1000-K:0.0007-tau:0.5-n:7;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;0,5;lagrange;8,2;17;6;0,364767624
r0:1-rho:0.7-M:1000-K:0.0007-tau:0.5-n:6;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;0,5;lagrange;9,3;22;4;0,379958061
r0:1-rho:0.7-M:1000-K:0.0007-tau:0.5-n:5;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;0,5;lagrange;8,4;19;4;0,317447396
r0:1-rho:0.7-M:1000-K:0.0007-tau:0.5-n:4;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;0,5;lagrange;8,5;30;3;0,294804166
r0:1-rho:0.7-M:1000-K:0.0007-tau:0.5-n:3;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;0,5;lagrange;4;8;2;0,132453216
r0:1-rho:0.7-M:1000-K:0.0007-tau:0.1-n:8;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,7;0,5;0,1;lagrange;8,7;12;7;0,412627862
r0:1-rho:0.7-M:1000-K:0.0007-tau:0.1-n:7;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;0,1;lagrange;10,2;27;6;0,447475623
r0:1-rho:0.7-M:1000-K:0.0007-tau:0.1-n:6;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;0,1;lagrange;7,6;11;5;0,312181908
r0:1-rho:0.7-M:1000-K:0.0007-tau:0.1-n:5;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;0,1;lagrange;6,5;11;4;0,248065434
r0:1-rho:0.7-M:1000-K:0.0007-tau:0.1-n:4;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;0,1;lagrange;5,9;17;3;0,20859597
r0:1-rho:0.7-M:1000-K:0.0007-tau:0.1-n:3;0,0007;1000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;0,1;lagrange;5,5;10;3;0,179162067
r0:1-rho:0.7-M:1000-K:0.001-tau:1-n:8;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,7;0,5;1;lagrange;11,8;30;7;0,556283125
r0:1-rho:0.7-M:1000-K:0.001-tau:1-n:7;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;1;lagrange;8,5;15;5;0,37666104
r0:1-rho:0.7-M:1000-K:0.001-tau:1-n:6;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;1;lagrange;6;8;4;0,250407987
r0:1-rho:0.7-M:1000-K:0.001-tau:1-n:5;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;1;lagrange;6,4;11;4;0,245854463
r0:1-rho:0.7-M:1000-K:0.001-tau:1-n:4;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;1;lagrange;5,2;10;3;0,184671102
r0:1-rho:0.7-M:1000-K:0.001-tau:1-n:3;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;1;lagrange;3,4;5;2;0,113842902
r0:1-rho:0.7-M:1000-K:0.001-tau:0.5-n:8;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,7;0,5;0,5;lagrange;9,6;17;7;0,455802203
r0:1-rho:0.7-M:1000-K:0.001-tau:0.5-n:7;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;0,5;lagrange;8,8;15;6;0,391356358
r0:1-rho:0.7-M:1000-K:0.001-tau:0.5-n:6;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;0,5;lagrange;7,7;12;5;0,31905014
r0:1-rho:0.7-M:1000-K:0.001-tau:0.5-n:5;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;0,5;lagrange;6,1;18;4;0,235441731
r0:1-rho:0.7-M:1000-K:0.001-tau:0.5-n:4;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;0,5;lagrange;5,9;10;3;0,208183167
r0:1-rho:0.7-M:1000-K:0.001-tau:0.5-n:3;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;0,5;lagrange;3,5;4;2;0,116782175
r0:1-rho:0.7-M:1000-K:0.001-tau:0.1-n:8;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,7;0,5;0,1;lagrange;8,3;13;6;0,397540152
r0:1-rho:0.7-M:1000-K:0.001-tau:0.1-n:7;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;0,1;lagrange;10,3;18;6;0,453367896
r0:1-rho:0.7-M:1000-K:0.001-tau:0.1-n:6;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;0,1;lagrange;6,4;10;4;0,265324227
r0:1-rho:0.7-M:1000-K:0.001-tau:0.1-n:5;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;0,1;lagrange;6,2;12;3;0,237284237
r0:1-rho:0.7-M:1000-K:0.001-tau:0.1-n:4;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;4;1;10;0,7;0,5;0,1;lagrange;5,8;11;3;0,204408051
r0:1-rho:0.7-M:1000-K:0.001-tau:0.1-n:3;0,001;1000;1000000;200;200;2;0,5;0,01;0,01;3;1;10;0,7;0,5;0,1;lagrange;3,9;6;2;0,128932965
r0:1-rho:0.7-M:1000-K:0-tau:1-n:8;0;1000;1000000;200;200;2;0,5;0,01;0,01;8;1;10;0,7;0,5;1;lagrange;15,5;27;10;0,723822029
r0:1-rho:0.7-M:1000-K:0-tau:1-n:7;0;1000;1000000;200;200;2;0,5;0,01;0,01;7;1;10;0,7;0,5;1;lagrange;11,5;17;7;0,502898576
r0:1-rho:0.7-M:1000-K:0-tau:1-n:6;0;1000;1000000;200;200;2;0,5;0,01;0,01;6;1;10;0,7;0,5;1;lagrange;9,9;24;6;0,403226106
r0:1-rho:0.7-M:1000-K:0-tau:1-n:5;0;1000;1000000;200;200;2;0,5;0,01;0,01;5;1;10;0,7;0,5;1;lagrange;9,9;21;4;0,373581116
